QKEY,INTERVIEW_START_W74,INTERVIEW_END_W74,DEVICE_TYPE_W74,LANG_W74,FORM_W74,TOPICINT_a_W74,TOPICINT_b_W74,TOPICINT_c_W74,TOPICINT_d_W74,TOPICINT_e_W74,INEQATTN_W74,RACECONV_W74,EDUCRACE_W74,MINBUS_W74,COMMDIV_W74,COVID_SCI6E_W74,NOCVACC_a_W74,NOCVACC_b_W74,NOCVACC_c_W74,NOCVACC_d_W74,VACCNCRN_a_W74,VACCNCRN_b_W74,VACCNCRN_c_W74,VACCNCRN_d_W74,VACCNFDT_W74,VACCDEV_W74,VACCHAPPEN_a_W74,VACCHAPPEN_b_W74,VACCHAPPEN_c_W74,RACESURV5_a_W74,RACESURV5_b_W74,RACESURV5_c_W74,RACESURV5_d_W74,RACESURV5_i_W74,RACESURV5_j_W74,RACESURV6_W74,RACESURV12_W74,RACESURV13_W74,RACATTN_W74,RACESURV28_a_W74,RACESURV28_b_W74,RACESURV28_c_W74,RACESURV28_d_W74,RACESURV28_f_W74,RACESURV28_g_W74,IMPPEOPLE_a_W74,IMPPEOPLE_b_W74,IMPPEOPLE_c_W74,IMPPEOPLE_d_W74,IMPPEOPLE_e_W74,IMPPEOPLE_f_W74,REDRACIALINEQ_a_W74,REDRACIALINEQ_b_W74,REDRACIALINEQ_c_W74,REDRACIALINEQ_d_W74,REDRACIALINEQ_e_W74,REDRACIALINEQ_f_W74,REDRACIALINEQOTH_M1,REDRACIALINEQOTH_M2,REDRACIALINEQOTH_M3,REDRACIALINEQOTH_REFUSED_W74,BLM_W74,RACECHNG_W74,IMPLIVES_W74,POLICYCHNG_W74,SNSUSE_W74,POSTRACE_W74,POSTMOTIVE_a_W74,POSTMOTIVE_b_W74,JOKE1_W74,CANCUL1_W74,CANCUL2_W74,SMPOLAD1_W74,SMPOLAD2_W74,AVOIDPT1_W74,AVOIDPT2_a_W74,AVOIDPT2_b_W74,AVOIDPT2_c_W74,AVOIDPT2_d_W74,AVOIDPT2_e_W74,PROB1a_W74,SMSUEOH_W74,OHCONS_a_W74,OHCONS_b_W74,OHCONS_c_W74,OHCONS_d_W74,OHCONS_e_W74,SMOH_W74,ON7_a_W74,ON7_b_W74,ON7_c_W74,ON7_d_W74,ON7_e_W74,ON7_h_W74,IDENTITY_a_W74,IDENTITY_c_W74,IDENTITY_d_W74,IDENTITY_e_W74,IDENTITY_f_W74,ON7REC_a_W74,ON7REC_b_W74,ON7REC_c_W74,ON7REC_d_W74,ON7REC_e_W74,ON7REC_h_W74,ON10_W74,ON12_a_W74,ON12_b_W74,ON12_e_W74,ON12_f_W74,ON12_g_W74,ON12_h_W74,YOU1_W74,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE2,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO,F_INC_SDT1,F_REG,F_IDEO,F_INTFREQ,F_VOLSUM,RACATTN_W43,RACESURV5a_W43,RACESURV5b_W43,RACESURV5c_W43,RACESURV5d_W43,RACESURV5i_W43,RACESURV5j_W43,RACESURV6_W43,RACESURV12_W43,RACESURV13_W43,RACESURV28a_W43,RACESURV28b_W43,RACESURV28c_W43,RACESURV28d_W43,RACESURV28f_W43,RACESURV28g_W43,COVID_SCI6E_W67,WEIGHT_W43_W74,WEIGHT_W67_W74,WEIGHT_W74
688663,9/10/2020 11:59:30,9/10/2020 12:11:03,1,1,2,1,1,1,2,4,1,3,2,4,2,2, , , , ,1,3,3,3,2,1,3,2,3,5,5,5,5,5,5,1,3, ,1,3,3,3,3,3,3,2,2,4,3,2,1, , , , , , , , , ,0,4,2, ,2,1,1,2,2,2,1,2,3,4,3,2,3,3,3,3,2,2,2,1,1,2,1,3,1,2,1,2,2,1,1,2,2,2,1,1, ,2, , ,1,4,1,2,2,2,2,2,3,1,3,5,2,2,3,1,2, ,1,1,1,1,1,1,1,2,1,5,1, ,1,1,5,1,2,2,2,1,5,5,3,3,5,5,1,3, ,3,3,3, ,3,3,2,1.25026460543361,2.26501620694193,2.14894606777093
688843,9/9/2020 17:34:21,9/9/2020 17:54:54,2,1,2,1,2,3,1,4,1,2,1,2,2,1, , , , ,1,3,2,3,1,2,3,3,3,2,4,3,2,2,3,2,2,2,3,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,2,2,1, , , ,99,1,2, ,1,1,2,1,3,1,2,1,2,2,2, , , , , ,1,1,3,1,2,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,2,3,1,1,1,5,2, ,1,1,1,1,1,6,9, ,3,5,3,2,2,4,3,3,4,2,1, , , , , , , , , , , , , , , , ,2, ,1.42552794822061,1.38458392237026
688926,9/13/2020 20:59:04,9/13/2020 21:41:26,1,1,1,1,1,1,1,3,1,3,2,2,1,1, , , , ,2,3,3,3,2,2,2,2,2,1,4,4,3,1,4,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,3,1, , , ,99,1,2,1, ,1,1,1,2,1,1,1,2,3,2, , , , , ,1,1,2,3,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2, , , , , , ,5,2,2,2,2,2,2,3,1,4,9,2,1,1,5,2, ,1,1,1,1,1,2,12, ,3,6,4,2,2,4,9,1,5,1,2,2,1,4,4,3, , ,2, , ,1,1,1,1,1,1, ,.453835418494942, ,.663298351717294
689043,9/10/2020 18:06:06,9/10/2020 18:19:26,1,1,2,1,1,2,1,1,3,4,3,3,1,2, , , , ,2,2,2,3,3,1,3,3,2,1,2,3,3,5,3,2,2,2,2,1,3,1,1,1,1,2,2,2,2,3,2,2,2,4,2,3,1, , , ,99,2,1, ,1,1,4, , ,1,1,4,3,4,3,3,3,2,3,3,2,2,1,1,1,1,1,4,2,2,99,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,2,4,2,2,3,2, ,1,1,1,1,1,3,5, ,4,6,2, ,2,4,2,1,4,2,1, , , , , , , , , , , , , , , , , , , ,.374481720173483
689074,9/12/2020 11:41:06,9/12/2020 12:00:38,2,1,2,1,4,2,2,4,3,2,1,1,3,4,1,2,3,1, , , , ,3,1,1,2,1,1,4,2,2,1,3,2,2,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,3,3,3,10, , ,1,2,2, ,2,1,1,1,4,1,2,4,2,2,4,3,3,2,3,3,1,2,2,1,1,2,1,4,1,1,2,2,2,1,1,2,2,2,1,2,2, , , ,2,3,1,2,2,2,2,2,1,1,3,5,2,2,2,4,2, ,1,2,2,1,1,6,12, ,3,5,4,2,2,3,1,1,3,2,1,2,1,4,3,2,1,3,2,2,3,1,1,1, ,1,1,2,.888243211544017,.915517691507483,.70521168127654
689447,9/11/2020 11:06:17,9/11/2020 11:22:13,2,1,2,1,1,2,1,2,3,3,3,4,3,3,1,3,3,1, , , , ,3,1,3,3,1,2,3,3,5,1,3,1,3, ,1,3,1,3,1,3,3,3,1,3,4,3,2, , , , , , , , , ,0,2,3, ,2,2, , , ,2,1,2,1,3, , , , , , ,2,2,1,4,2,3,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,2,2,2,1,5,2, ,1,1,1,1,1,2,10, ,3,6,4,1,1,2,4,1,3,2,1, , , , , , , , , , , , , , , , ,1, ,.536130626621327,.498171205645442
689576,9/9/2020 22:33:16,9/9/2020 22:53:37,1,1,2,1,2,2,1,4,3,2,1,2,2,1, , , , ,3,3,3,3,2,1,3,2,2,1,4,4,3,1,4,2,2,3,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,3, , ,1,1,2, ,1,1,1,1,3,1,1,1,3,4,1, , , , , ,1,1,1,3,2,2,2,4,1,2,2,1,2,2,1,1,1,2,2,2, , ,1, , ,1,1,2,2,1,2,2,1,1,4,9,2,3,1,6,2, ,1,1,1,1,1,2,7, ,4,5,2, ,2,4,8,1,5,1,2, , , , , , , , , , , , , , , , ,1, ,.722027671410673,.812389253520482
689660,9/11/2020 15:21:48,9/11/2020 15:43:47,1,1,2,1,1,1,1,2,1,4,2,4,4,2, , , , ,3,3,2,3,99,1,3,3,3,2,4,3,5,2,3,2,2,2,2,1,1,1,1,1,3,1,2,2,2,2,2,3,1,1,2,3,2,6,10, ,1,2,1, ,1,2, , , ,1,99,2,3,4, , , , , , ,2,1,2,2,1,2,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,1,2,4,1,1,5,2, ,1,1,1,1,1,1,1,2,1,5,2, ,2,4,9,1,4,2,1, , , , , , , , , , , , , , , , ,1, ,.295069950145123,.264045077662174
689751,9/9/2020 16:34:03,9/9/2020 16:47:29,1,1,2,1,1,1,1,1,1,3,1,2,2,2, , , , ,3,3,3,3,3,1,3,3,2,1,4,4,3,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,7, , ,1,1,2, ,2,1,2,1,4,1,1,1,3,4,3,3,3,3,3,3,1,1,2,1,1,1,1,4,1,2,2,2,1,2,2,2,1,2,2,1, , , ,2, ,4,1,2,2,2,1,2,2,1,1,2,3,1,1,5,2, ,1,1,1,1,1,1,2,2,2,3,2, ,2,3,9,1,3,2,1, , , , , , , , , , , , , , , , , , , ,.332056004108227
689816,9/10/2020 11:38:42,9/10/2020 11:51:24,1,1,1,2,2,2,1,3,1,2,2,3,2,2, , , , ,3,3,3,3,2,1,3,2,2,1,4,3,99,1,4,2,2,2,2,1,1,1,1,1,1,1,2,2,3,2,2,3,2,2,2,1,3,98, , ,1,1,2,99, ,1,2,1,4,1,99,2,99,3,3,3,3,3,3,3,99,99,99,2,2,2,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,2,3,4,1,1,5,2, ,1,1,1,1,1,3,5, ,4,5,2, ,2,4,3,1,4,3,2,2,1,4,3,3, , ,2, , ,1,1,1,1,1,1,1,.174129596627643,.1890627731759,.194831762434344
690065,9/9/2020 19:05:48,9/11/2020 17:09:03,2,1,1,2,2,2,1,3,1,2,2,4,2,1, , , , ,2,2,2,2,2,1,3,2,3,5,2,2,3,5,2,1,2,1,1,2,3,1,3,3,3,2,2,4,4,3,2,3,4,4,4,3,3, , , ,99,3,2,1, ,1,2,2,1,2,2,2,1,2,3,3,2,2,1,1,2,2,3,2,2,3,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,9,2,1,1,6,2, ,1,1,1,1,1,6,9, ,3,5,3,2,2,3,8,1,3,1,2, , , , , , , , , , , , , , , , ,1, ,.89703541680629,1.16122290377701
690094,9/13/2020 2:45:02,9/13/2020 3:26:08,1,1,1,1,1,1,1,2,1,2,2,2,3,1, , , , ,2,3,2,3,2,2,2,2,2,2,4,3,3,1,3,2,2,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,7, , ,1,1,1,1, ,1,2,1,4,1,1,2,3,4,4,3,3,3,1,3,1,1,1,3,1,1,1,4,2,2,2,1,2,2,2,2,2,2,2, , , , , , ,4,1,2,2,2,2,2,2,1,1,1,3,2,1,5,2, ,1,1,1,1,1,3,12, ,3,6,2, ,2,4,9,1,4,1,2, , , , , , , , , , , , , , , , ,1, ,.254076225700942,.285172598506593
690122,9/9/2020 1:15:13,9/9/2020 1:26:45,2,1,2,2,1,2,1,2,3,2,4,4,1,3,1,1,3,1, , , , ,1,1,2,2,3,5,5,5,5,5,5,1,3, ,3,3,3,3,3,3,3,2,1,3,3,3,3, , , , , , , , , ,0,3,2, ,2,2, , , ,2,1,2,1,4, , , , , , ,2,2,1,1,1,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,3,1,1,5,2, ,1,1,1,1,1,1,2,1,2,3,3,1,1,1,9,1,2,2,2, , , , , , , , , , , , , , , , ,3, ,.73136919108034,.929654952896646
690323,9/9/2020 17:08:41,9/12/2020 2:04:11,2,1,1,2,2,2,2,2,3,2,2,3,3,3,2,3,2,1, , , , ,3,1,3,2,2,5,5,5,5,2,5,1,3, ,1,3,3,3,3,3,3,2,2,3,4,3,2, , , , , , , , , ,0,3,2,2, ,1,4, , ,2,2,4,3,3,3,1,2,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,4,2,1,5,2, ,99,1,1,1,99,1,1,1,1,2,1, ,1,1,8,1,2,2,2, , , , , , , , , , , , , , , , ,1, ,.542923321524004,.536166593295026
690385,9/9/2020 18:08:41,9/9/2020 18:27:13,1,1,2,1,1,1,1,3,3,4,1,4,3,1, , , , ,2,3,2,3,2,1,3,2,2,1,4,3,2,1,4,2,2,2,2,1,3,1,1,1,1,1,1,1,2,2,1,3,1,2,1,2,2, , , ,99,2,1, ,1,2, , , ,2,1,4,3,3, , , , , , ,1,2,1,2,1,1,1,99,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,9,4,2,1,6,2, ,4,1,1,1,6,5,2,2,2,6,2, ,2,3,8,1,3,2,2, , , , , , , , , , , , , , , , ,1, ,.545177146468881,.647092125218033
690413,9/9/2020 17:27:23,9/9/2020 17:34:10,2,1,2,2,1,1,1,3,1,3,3,4,1,4,1,1,3,2, , , , ,3,1,2,3,1,4,1,2,2,5,1,1,3, ,1,3,3,3,3,3,3,4,1,4,4,4,4, , , , , , , , , ,0,4,3, ,2,1,4, , ,2,2,1,2,2,4,3,1,1,1,1,1,1,1,3,1,2,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,7,2,1,1,5,2, ,1,1,1,1,1,1,2,2,2,5,3,1,1,1,9,1,1,2,2, , , , , , , , , , , , , , , , ,2, ,1.56884372326706,1.51502628069246
690567,9/9/2020 16:59:38,9/9/2020 17:18:58,2,1,2,3,1,1,1,2,3,3,3,3,1,4,1,3,3,1, , , , ,4,1,2,3,1,3,5,3,2,1,3,1,1, ,1,3,3,3,3,1,3,3,1,3,4,2,2, , , , , , , , , ,0,4,1, ,2,1,4, , ,2,1,1,3,4,2, , , , , ,1,2,4,4,3,4,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,8,2,2,2,4,2, ,4,1,1,1,6,1,1,2,1,5,3,1,1,1,9,1,2,2,2, , , , , , , , , , , , , , , , ,4, ,1.60314240367458,1.33038934639704
690640,9/9/2020 17:02:17,9/9/2020 17:10:19,1,1,1,2,2,2,1,2,1,3,3,3,2,1, , , , ,2,3,2,2,3,1,3,2,2,2,3,3,3,2,5,2,2,2,3,3,3,3,1,3,3,2,2,2,2,3,2,3,2,2,2,2,2, , , ,99,2,2,2, ,1,2,2,2,1,1,1,2,3,4,1,3,3,1,1,1,1,1,2,2,2,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,2,1,1,5,2, ,1,1,1,1,1,1,5, ,4,5,2, ,2,3,9,1,3,1,2, , , , , , , , , , , , , , , , ,2, ,.58776121900217,.655921125885992
690653,9/10/2020 13:37:32,9/10/2020 13:52:41,1,1,1,1,1,1,1,2,3,4,2,4,2,2, , , , ,3,3,2,3,1,1,2,2,3,2,2,2,2,3,1,2,3, ,3,3,3,3,1,1,3,1,2,3,4,3,2, , , , , , , , , ,0,2,2,1, ,2, , , ,1,1,2,3,4, , , , , , ,3,2,1,3,1,2,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,2,3,1,2,4,2, ,1,1,1,1,1,3,1,2,1,6,2, ,2,4,2,1,4,2,2, , , , , , , , , , , , , , , , ,1, ,.289702010849548,.274031471394751
690715,9/9/2020 17:23:08,9/9/2020 17:39:33,1,1,1,1,1,1,1,3,1,2,1,4,2,1, , , , ,3,3,3,3,2,2,1,1,4,4,1,2,2,4,1,1,1, ,1,2,2,2,2,2,2,4,4,4,4,4,4, , , , , , , , , ,0,4,3,2, ,2, , , ,2,2,3,3,4, , , , , , ,2,2,3,3,4,4,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,7,4,1,1,5,2, ,1,1,1,1,1,1,1,1,1,1,3,1,1,1,9,1,1,1,1,1,2,2,2,2, , ,1, , ,3,3,3,3,3,2,1,2.84788092099161,.474894178833163,.50745431279736
690834,9/10/2020 23:55:53,9/11/2020 0:09:25,2,1,1,2,1,2,2,3,1,3,3,3,3,2, , , , ,2,3,3,3,2,1,2,2,2,2,3,3,3,3,2,2,2,3,3,3,1,3,1,1,1,2,2,2,3,3,1,4,2,2,2,3,3,6,8, ,1,2,2,1, ,1,2,1,2,1,2,3,3,3,4,2,3,2,1,1,1,1,2,2,1,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,2,3,1,2,4,2, ,1,1,1,1,1,1,1,2,1,2,1, ,1,2,9,1,3,2,1,1,2,3,3,2, , ,2, , ,1,1,1,1,1,3,1,6.49733256253807,.90882461207921,.824532224760371
690848,9/11/2020 22:53:58,9/11/2020 23:14:07,1,1,2,1,1,1,1,4,1,4,4,4,3,3,1,3,3,1, , , , ,2,1,2,2,2,5,5,5,5,3,2,1,3, ,1,3,3,3,3,3,3,3,4,4,4,4,4, , , , , , , , , ,0,4,2, ,2,2, , , ,1,1,4,3,4, , , , , , ,2,2,2,2,1,1,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,4,1,2,4,2, ,1,1,1,1,1,3,1,1,1,4,1, ,1,1,6,1,2,2,2, , , , , , , , , , , , , , , , ,3, ,.318101019712342,.333178323594195
690993,9/11/2020 2:54:02,9/11/2020 3:09:59,2,1,1,1,2,1,1,2,3,2,2,2,2,2, , , , ,2,3,1,3,2,1,2,2,2,1,4,4,2,2,3,2,2,2,3,1,3,1,1,1,1,1,2,1,2,2,1,3,2,2,1,3,3,6, , ,1,2,1,1, ,1,1,1,3,1,1,3,3,4,3,3,3,3,3,3,1,2,3,2,2,2,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,9,3,2,1,6,2, ,1,1,1,1,1,1,3,2,4,2,1, ,1,2,9,1,3,2,1, , , , , , , , , , , , , , , , ,1, ,.424145629682876,.404145182687581
691042,9/10/2020 13:01:24,9/10/2020 13:10:17,1,1,2,4,1,1,3,4,2,5,4,1,1,1, , , , ,1,2,2,2,1,2,1,1,4,5,5,5,5,5,5,1,3, ,1,3,3,3,3,3,3,2,4,4,4,4,4, , , , , , , , , ,0,4,3, ,2,2, , , ,2,2,4,1,4, , , , , , ,3,2,4,4,4,4,4,1,1,2,2,2,1,2,2,2,1,2,2,1, , , ,1, ,5,1,2,2,2,2,2,2,1,1,2,2,1,1,6,2, ,1,1,1,1,1,1,1,1,1,1,1, ,1,1,9,1,1,2,1, , , , , , , , , , , , , , , , ,3, ,1.37534620499931,1.24436308546281
691043,9/9/2020 22:57:43,9/10/2020 3:12:26,2,1,2,1,1,1,1,4,1,2,1,1,1,3,1,3,1,1, , , , ,3,1,4,3,1,1,4,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,98, , ,1,1,1, ,1,1,1,1,1,1,1,4,2,4,3,3,3,3,2,3,1,1,1,1,1,1,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,3,2,1,5,2, ,1,2,2,1,1,6,1,1,1,4,2, ,2,3,5,1,3,1,1,2,1,4,4,4,1,4,2,2,4,1,3,1, ,1,1,1,.13309352700273,.236110113987382,.248655336796621
691122,9/11/2020 16:52:05,9/11/2020 17:54:28,1,1,1,1,1,2,1,2,1,4,2,3,1,2, , , , ,3,2,2,3,2,1,3,2,2,1,4,3,3,1,3,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,3,1,2,1,2,1, , , ,99,1,1,1, ,1,2,2,3,1,1,3,3,4,3,1,3,3,2,2,1,1,2,3,1,1,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,2,4,4,2,1,6,2, ,1,1,1,1,1,1,1,2,1,2,2, ,2,4,9,1,5,2,1, , , , , , , , , , , , , , , , ,1, ,.368510064092272,.33824634393057
691480,9/11/2020 3:19:38,9/11/2020 3:40:25,2,2,2,2,1,2,1,4,3,5,3,4,1,4,1,2,1,1, , , , ,4,1,3,2,1,5,4,4,4,4,5,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1, , , ,99,2,1, ,1,1,1,1,1,1,2,4,3,4,4,3,2,1,1,1,1,1,1,1,1,1,1,4,1,2,2,2,1,2,1,1,2,2,1,1, , , ,1, ,1,1,1,2,2,2,1,1,1,1,1,2,1,2,3,1,2,3,5,3,1,2,6,12, ,3,6,2, ,2,3,1,1,3,5,2,2,5,5,1,5, , ,2, , ,1,1,3,1,1,1,1,3.498742758387,5.17843621543958,5.92455824047772
691647,9/9/2020 16:26:15,9/9/2020 16:43:18,2,1,2,2,2,3,2,4,1,4,4,3,3,2, , , , ,2,3,2,3,2,1,2,3,2,5,4,4,5,1,4,2,2,3,1,1,3,2,1,3,1,2,3,2,3,2,3,4,2,3,2,3,3,9, , ,1,3,2, ,2,1,3,3,3,2,2,4,3,3,4,1,2,3,1,1,2,2,1,1,1,1,1,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,6,4,2,1,5,2, ,1,1,1,1,1,1,1,1,1,3,2, ,2,4,9,1,4,4,2, , , , , , , , , , , , , , , , ,1, ,.430360810218543,.638984523873065
691995,9/13/2020 4:06:32,9/13/2020 4:28:09,1,1,2,1,1,1,2,1,2,5,4,4,1,4,1,2,2,1, , , , ,4,1,2,2,3,4,1,5,5,4,1,1,3, ,1,2,3,3,3,3,3,1,4,4,4,1,3, , , , , , , , , ,0,4,3, ,2,1,4, , ,2,1,1,1,3,1, , , , , ,3,2,4,4,4,4,4,4,2,2,2,1,2,2,1,2,1,2,2, , , , , , ,2,1,2,2,2,1,2,1,1,4,9,3,1,2,4,2, ,1,1,1,1,1,6,12, ,3,6,3,1,1,1,1,1,2,1,2,1,4,4,5,5, , ,2, , ,2,3,1,3,2,3,1,.184296353365388,.238676889656851,.283176391174744
692016,9/9/2020 17:23:49,9/9/2020 17:40:14,1,1,1,1,1,1,1,2,3,2,2,3,1,3,1,2,2,1, , , , ,2,1,3,3,3,1,4,5,3,1,2,1,2,3,3,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , , ,99,1,2,2, ,1,3,3,3,2,1,4,3,4,3,3,2,3,1,1,1,99,2,2,1,2,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,2,4,2,2,3,2, ,1,1,1,1,1,1,2,2,2,2,2, ,2,4,7,1,4,2,1, , , , , , , , , , , , , , , , ,2, ,.636076860245766,.537377062908397
692221,9/9/2020 22:45:44,9/9/2020 23:05:27,2,1,1,2,1,1,1,2,1,2,1,99,3,3,1,2,3,1, , , , ,2,1,2,2,2,2,3,3,2,2,3,1,3, ,1,1,3,3,3,3,3,1,2,2,3,3,2, , , , , , , , , ,0,4,2,1, ,1,1,2,3,2,1,2,2,3,3,1,3,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,3,5,4,2,1,6,2, ,1,1,1,1,1,5,1,1,1,2,3,1,1,1,5,1,2,2,1, , , , , , , , , , , , , , , , ,2, ,.567357299587986,.542100673493921
692383,9/12/2020 15:27:42,9/12/2020 15:39:48,2,1,2,2,1,2,2,4,1,1,2,2,3,2, , , , ,2,1,3,2,3,1,3,3,2,3,2,3,5,2,2,2,3, ,3,2,1,3,1,3,1,2,2,2,2,2,1, , , , , , , , , ,0,2,1, ,1,1,1,2,2,2,2,3,3,3,2, , , , , ,1,2,1,2,1,1,2,3,1,2,1,2,1,2,2,2,1,2,2,1, ,2, ,1, ,4,1,2,2,2,2,1,3,1,4,9,3,2,2,3,2, ,1,1,1,1,1,3,12, ,3,5,2, ,2,4,5,1,4,2,1, , , , , , , , , , , , , , , , ,2, ,.594080904273056,.631428526986186
692394,9/12/2020 17:26:49,9/13/2020 7:45:41,2,1,2,4,3,3,3,3,3,3,4,4,1,3,2,1,3,1, , , , ,2,1,2,2,2,2,3,3,2,2,3,1,3, ,3,3,3,3,3,3,3,2,2,1,4,2,1, , , , , , , , , ,0,2,2, ,2,2, , , ,2,2,4,2,2, , , , , , ,2,2,2,2,2,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,4,9,2,1,3,2,2, ,2,1,1,2,6,1,12, ,3,5,2, ,2,3,3, ,2,1,2,3,1,3,3,2,2,3,2,3, ,3,3,3, ,3,3,2,7.89385744832721,9.33599578015837,6.22129753469254
692468,9/9/2020 20:16:44,9/9/2020 20:35:51,2,1,1,4,2,2,2,4,3,2,3,4,1,2, , , , ,1,1,1,1,2,1,3,4,3,5,5,5,5,5,5,1,2,1,1,3,3,3,1,3,3,2,1,2,4,3,1,4,3,4,2,4,2, , , ,99,2,2,1, ,1,2,1,4,2,2,4,3,4,4,3,3,1,1,1,2,2,3,4,4,3,3,3,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,3,2,3,2,2, ,1,1,1,1,1,5,1,2,1,3,1, ,1,1,2,1,1,2,2,1,5,5,5,5, , ,1, , ,1,3,3,1,3,3,2,.554177580945021,.928598962592062,.911828972444152
692527,9/9/2020 19:52:45,9/9/2020 19:59:51,2,1,2,1,1,1,1,1,3,2,1,2,1,2, , , , ,3,3,3,3,3,1,3,4,1,1,4,3,2,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1, , , ,99,1,1, ,1,1,4, , ,1,1,1,3,4,4,3,3,3,3,3,1,1,1,2,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2, , , , , , ,5,2,2,2,2,1,2,1,1,2,3,2,2,1,5,2, ,1,1,1,1,1,1,12, ,3,5,3,2,2,4,7,1,5,1,2, , , , , , , , , , , , , , , , , , , ,.357158117150211
692606,9/12/2020 20:16:46,9/12/2020 20:49:16,2,1,2,1,1,1,1,2,1,2,2,4,2,3,1,1,3,1, , , , ,2,1,2,2,1,3,1,2,3,3,2,1,3, ,1,2,3,2,3,3,3,3,3,4,4,4,3, , , , , , , , , ,0,4,3, ,2,1,3,3,2,2,2,2,1,4,3,3,3,3,3,3,3,1,4,4,4,4,1,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,2,3,4,1,2,3,2, ,1,1,1,1,1,1,1,2,1,3,3,1,1,2,8,1,3,2,1,1,3,5,5,5,3,2,1,3, ,2,3,3, ,2,3,3,.409752629451255,.590864201890114,.547228805539091
692611,9/10/2020 0:33:45,9/10/2020 0:46:50,2,1,2,3,3,2,3,3,2,3,3,2,3,4,3,1,3,3, , , , ,4,1,2,2,1,3,1,1,1,5,3,1,1, ,1,2,3,3,3,3,2,1,1,4,4,3,3, , , , , , , , , ,0,4,1, ,1,1,4, , ,2,1,4,3,4,3,1,1,2,1,1,2,1,2,1,2,1,2,4,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,5,3,2,3,2,2, ,1,1,1,1,1,1,1,1,1,1,1, ,1,1,2,1,2,2,2,1,4,1,3,2, , ,1, , ,2,2,3,2,3,2,4,1.18855690790905,1.96607946515313,2.12380563898665
